studyID	enter	check	reference	journal	year	family	genus	epithet	species	where	studytype	SC	matingsystem	tm_species_Moeller	tm_pop	outcrossing_best	matingsystem_certain	pollinator_group	pollinator	mating_system_evidence	population	lat	lon	environment	morph	traitgroup1	traitgroup2	traitgroup3	measurement	scale	dimension	method	h2type	nfam	n	h2	mean	Vp	CVa	Va	evolvability	e_on_log	Ie	notes											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	alata	Nicotiana_alata	South_America	natural	SI	O	1	1	NA	1	Hawkmoths	Hawkmoths	Species_SI	Brazil_alata	NA	NA	greenhouse	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	paternalhalfsib	narrowsense	46	359	NA	NA	NA	NA	NA	0.015	1	NA	From_herkogamy_database.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	alata	Nicotiana_alata	South_America	natural	SI	O	1	1	NA	1	Hawkmoths	Hawkmoths	Species_SI	Brazil_alata	NA	NA	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	paternalhalfsib	narrowsense	46	359	0.45	NA	NA	NA	0.4925144	16.42	1	NA	From_herkogamy_database.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	fit	female	pistil_length	ratio	linear	paternalhalfsib	narrowsense	33	230	0.850	33.14	7.752601421	NA	6.587385428	0.600	1	0.106	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	fit	male	total_stamen_length	ratio	linear	paternalhalfsib	narrowsense	33	230	0.819	31.78	7.167068083	NA	5.872310346	0.581	0	0.128	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	fit	tube_length	TL	ratio	linear	paternalhalfsib	narrowsense	46	359	0.5501	5.83	0.44635132	NA	0.245537861	0.722	1	0.591	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	fit	tube_width	MD	ratio	linear	paternalhalfsib	narrowsense	46	359	0.4687	7.22	0.489120838	NA	0.229250937	0.440	1	0.499	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	fit	tube_width	TW	ratio	linear	paternalhalfsib	narrowsense	46	359	0.5239	7.59	0.479229903	NA	0.251068546	0.436	1	0.396	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	fit	tube_width	CW	ratio	linear	paternalhalfsib	narrowsense	46	359	0.3188	5.1	0.300745155	NA	0.095877555	0.369	1	0.788	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	fit	tube_width	IW	ratio	linear	paternalhalfsib	narrowsense	46	359	0.6923	3.89	0.226175429	NA	0.15658125	1.035	1	0.460	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	flowersize	corolla	Lo3L	ratio	linear	paternalhalfsib	narrowsense	46	359	0.5722	13.37	2.885788469	NA	1.651248162	0.924	1	0.691	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	flowersize	corolla	LW	ratio	linear	paternalhalfsib	narrowsense	46	359	0.5542	28.88	9.660211451	NA	5.353689186	0.642	1	0.516	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	flowersize	corolla	LL	ratio	linear	paternalhalfsib	narrowsense	46	359	0.49	22.84	5.228392591	NA	2.561912369	0.491	1	0.511	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	flowersize	corolla	corolla_length	ratio	linear	paternalhalfsib	narrowsense	33	230	0.767	33.72	8.106096806	NA	6.21818686	0.547	1	0.166	Used_CVs_in_Table_2_to_backcalculate_Vp_on_log,_and_used_Vg_on_log_as_evolvability.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	paternalhalfsib	narrowsense	33	230	NA	NA	NA	NA	NA	0.046	0	NA	From_herkogamy_database.											
28	ØO	ØO	Bissell_et_al._2010	Journal_of_Evolutionary_Biology	2010	Solanaceae	Nicotiana	forgetiana	Nicotiana_forgetiana	South_America	natural	SI	O	1	1	NA	1	Hummingbirds	Hummingbirds	Species_SI	Brazil_forgetiana	NA	NA	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	paternalhalfsib	narrowsense	33	230	0.63	NA	NA	NA	0.4609092	23.22931	0	NA	From_herkogamy_database.											
29	ØO	ØO	Shore_&_Barrett_1990	Heredity	1990	Turneraceae	Turnera	ulmifolia	Turnera_ulmifolia	Central_America	natural	SC	S	0.221	0.19	0.19	1	NA	NA	Outcrossing_rate_reported_by_authors	A20	18.17	-77.31	greenhouse	NA	floral	fit	female	style_length	ratio	linear	familyvariance	broadsense	10	250	0.443	23.97	3.777526963	NA	1.673444444	0.291	0	0.366	Took_mean_and_var_of_family_means_reported_for_A20_pop_in_Barrett_&_Shore_1987											
29	ØO	ØO	Shore_&_Barrett_1990	Heredity	1990	Turneraceae	Turnera	ulmifolia	Turnera_ulmifolia	Central_America	natural	SC	S	0.221	0.19	0.19	1	NA	NA	Outcrossing_rate_reported_by_authors	A20	18.17	-77.31	greenhouse	NA	floral	fit	male	stamen_length	ratio	linear	familyvariance	broadsense	10	250	0.329	20.35	2.919621749	NA	0.960555556	0.232	0	0.473	Took_mean_and_var_of_family_means_reported_for_A20_pop_in_Barrett_&_Shore_1987											
29	ØO	ØO	Shore_&_Barrett_1990	Heredity	1990	Turneraceae	Turnera	ulmifolia	Turnera_ulmifolia	Central_America	natural	SC	S	0.221	0.19	0.19	1	NA	NA	Outcrossing_rate_reported_by_authors	A20	18.17	-77.31	greenhouse	NA	floral	flowersize	flower	flower_diameter	ratio	linear	familyvariance	broadsense	10	250	0.433	53.62	25.84962792	NA	11.19288889	0.389	0	0.510	Took_mean_and_var_of_family_means_reported_for_A20_pop_in_Barrett_&_Shore_1987											
29	ØO	ØO	Shore_&_Barrett_1990	Heredity	1990	Turneraceae	Turnera	ulmifolia	Turnera_ulmifolia	Central_America	natural	SC	S	0.221	0.19	0.19	1	NA	NA	Outcrossing_rate_reported_by_authors	A20	18.17	-77.31	greenhouse	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	familyvariance	broadsense	10	250	NA	NA	NA	NA	NA	0.497	0	NA	NA											
29	ØO	ØO	Shore_&_Barrett_1990	Heredity	1990	Turneraceae	Turnera	ulmifolia	Turnera_ulmifolia	Central_America	natural	SC	S	0.221	0.19	0.19	1	NA	NA	Outcrossing_rate_reported_by_authors	A20	18.17	-77.31	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	familyvariance	broadsense	10	250	0.572	NA	NA	NA	2.413024	17.7147	0	NA	Took_mean_and_var_of_family_means_reported_for_A20_pop_in_Barrett_&_Shore_1987											
30	ØO	ØO	Fishman_et_al._2002_(QTL)	Evolution	2002	Phrymaceae	Mimulus	guttatus_x_nasutus	Mimulus_guttatus_x_nasutus	North_America	interspecies_hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hybrid	NA	NA	greenhouse	NA	floral	fit	female	style_length	ratio	linear	familyvariance	broadsense	NA	564	0.620	12.04	2.0304	NA	1.258848	0.868	0	0.532	NA											
30	ØO	ØO	Fishman_et_al._2002_(QTL)	Evolution	2002	Phrymaceae	Mimulus	guttatus_x_nasutus	Mimulus_guttatus_x_nasutus	North_America	interspecies_hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hybrid	NA	NA	greenhouse	NA	floral	fit	male	stamen_length	ratio	linear	familyvariance	broadsense	NA	564	0.600	10.92	1.41	NA	0.846	0.709	0	0.473	NA											
30	ØO	ØO	Fishman_et_al._2002_(QTL)	Evolution	2002	Phrymaceae	Mimulus	guttatus_x_nasutus	Mimulus_guttatus_x_nasutus	North_America	interspecies_hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hybrid	NA	NA	greenhouse	NA	floral	fit	tube_length	tube_length	ratio	linear	familyvariance	broadsense	NA	564	0.540	11.09	2.0304	NA	1.096416	0.891	0	0.759	NA											
30	ØO	ØO	Fishman_et_al._2002_(QTL)	Evolution	2002	Phrymaceae	Mimulus	guttatus_x_nasutus	Mimulus_guttatus_x_nasutus	North_America	interspecies_hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hybrid	NA	NA	greenhouse	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	familyvariance	broadsense	NA	564	NA	NA	NA	NA	NA	0.118	0	NA	From_herkogamy_database.											
30	ØO	ØO	Fishman_et_al._2002_(QTL)	Evolution	2002	Phrymaceae	Mimulus	guttatus_x_nasutus	Mimulus_guttatus_x_nasutus	North_America	interspecies_hybrid	NA	NA	NA	NA	NA	NA	NA	NA	NA	Hybrid	NA	NA	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	familyvariance	broadsense	NA	564	0.340	1.13	0.5076	NA	0.1707194	12.594	0	NA	From_herkogamy_database.											
31	ØO	ØO	Georgiady_et_al._2002_(QTL)	Genetics	2002	Solanaceae	Lycopersicon	pimpinellifolium	Lycopersicon_pimpinellifolium	NA	interpopulation	SC	M	0.185	NA	0.185	0.5	NA	NA	Outcrossing_rate_range_(0,_0.37)_reported_by_authors	Hybrid_cultivars	NA	NA	greenhouse	NA	floral	display	flower_number	flowers_per_inflorescence	count	count	familyvariance	broadsense	NA	NA	0.562	13.3	4.68	NA	2.63	1.487	0	1.159	Table_1											
31	ØO	ØO	Georgiady_et_al._2002_(QTL)	Genetics	2002	Solanaceae	Lycopersicon	pimpinellifolium	Lycopersicon_pimpinellifolium	NA	interpopulation	SC	M	0.185	NA	0.185	0.5	NA	NA	Outcrossing_rate_range_(0,_0.37)_reported_by_authors	Hybrid_cultivars	NA	NA	greenhouse	NA	floral	flowersize	petal	petal_length	ratio	linear	familyvariance	broadsense	NA	NA	0.871	11.75	1.63	NA	1.42	1.029	0	0.152	Table_1											
31	ØO	ØO	Georgiady_et_al._2002_(QTL)	Genetics	2002	Solanaceae	Lycopersicon	pimpinellifolium	Lycopersicon_pimpinellifolium	NA	interpopulation	SC	M	0.185	NA	0.185	0.5	NA	NA	Outcrossing_rate_range_(0,_0.37)_reported_by_authors	Hybrid_cultivars	NA	NA	greenhouse	NA	floral	fit	male	total_anther	ratio	linear	familyvariance	broadsense	NA	NA	0.815	8.87	0.422	NA	0.344	0.437	0	0.099	Table_1											
31	ØO	ØO	Georgiady_et_al._2002_(QTL)	Genetics	2002	Solanaceae	Lycopersicon	pimpinellifolium	Lycopersicon_pimpinellifolium	NA	interpopulation	SC	M	0.185	NA	0.185	0.5	NA	NA	Outcrossing_rate_range_(0,_0.37)_reported_by_authors	Hybrid_cultivars	NA	NA	greenhouse	NA	floral	male	anther	anther_fertile	ratio	linear	familyvariance	broadsense	NA	NA	0.270	5.02	0.115	NA	0.031	0.123	0	0.333	Table_1											
31	ØO	ØO	Georgiady_et_al._2002_(QTL)	Genetics	2002	Solanaceae	Lycopersicon	pimpinellifolium	Lycopersicon_pimpinellifolium	NA	interpopulation	SC	M	0.185	NA	0.185	0.5	NA	NA	Outcrossing_rate_range_(0,_0.37)_reported_by_authors	Hybrid_cultivars	NA	NA	greenhouse	NA	floral	male	anther	anther_sterile	ratio	linear	familyvariance	broadsense	NA	NA	0.743	3.55	0.206	NA	0.153	1.214	0	0.420	Table_1											
31	ØO	ØO	Georgiady_et_al._2002_(QTL)	Genetics	2002	Solanaceae	Lycopersicon	pimpinellifolium	Lycopersicon_pimpinellifolium	NA	interpopulation	SC	M	0.185	NA	0.185	0.5	NA	NA	Outcrossing_rate_range_(0,_0.37)_reported_by_authors	Hybrid_cultivars	NA	NA	greenhouse	NA	floral	fit	female	style_length	ratio	linear	familyvariance	broadsense	NA	NA	0.868	9.34	1.36	NA	1.18	1.353	0	0.206	Table_1											
31	ØO	ØO	Georgiady_et_al._2002_(QTL)	Genetics	2002	Solanaceae	Lycopersicon	pimpinellifolium	Lycopersicon_pimpinellifolium	NA	interpopulation	SC	M	0.185	NA	0.185	0.5	NA	NA	Outcrossing_rate_range_(0,_0.37)_reported_by_authors	Hybrid_cultivars	NA	NA	greenhouse	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	0.5976296	0.672	0	NA	From_herkogamy_database.											
31	ØO	ØO	Georgiady_et_al._2002_(QTL)	Genetics	2002	Solanaceae	Lycopersicon	pimpinellifolium	Lycopersicon_pimpinellifolium	NA	interpopulation	SC	M	0.185	NA	0.185	0.5	NA	NA	Outcrossing_rate_range_(0,_0.37)_reported_by_authors	Hybrid_cultivars	NA	NA	greenhouse	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	familyvariance	broadsense	NA	NA	0.84	NA	NA	NA	0.2893796	48.23122	0	NA	From_herkogamy_database.											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1994	NA	floral	female	stigma	stigma_size	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.880	1.400	0.138	NA	0.1215192	6.197	0	0.845	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1995	NA	floral	female	stigma	stigma_size	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.940	1.261	0.110	NA	0.1033154	6.497	0	0.415	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1994	NA	floral	fit	female	style_length	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.980	3.9	0.251	NA	0.24598	1.617	0	0.033	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1995	NA	floral	fit	female	style_length	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.750	4.002	0.238	NA	0.17842425	1.114	0	0.371	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1994	NA	floral	fit	male	stamen_length	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.540	5.58	0.248	NA	0.13392	0.430	0	0.366	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1994	NA	floral	flowersize	petal	petal_length	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.260	12.157	1.262	NA	0.328016	0.222	0	0.632	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1994	NA	floral	flowersize	petal	petal_width	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.340	5.281	0.343	NA	0.116518	0.418	0	0.811	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1994	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	NorthCarolinaII	narrowsense	36	706	NA	NA	NA	NA	NA	1.514	0	NA	From_herkogamy_database.											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1994	NA	floral	herkogamy	herkogamy	mean_magnitude	signed_ratio	NA	NorthCarolinaII	narrowsense	36	706	0.8	NA	NA	NA	0.2632515	9.320944	0	NA	From_herkogamy_database.											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1994	NA	vegetative	plant_size	height	plant_height	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.420	111.11	732.658	NA	307.716318	2.493	0	3.442	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
33	ØO	ØO	Andersson_1996	Heredity	1996	Saxifragaceae	Saxifraga	granulata	Saxifraga_granulata	Europe	natural	SC	M	NA	NA	NA	0.5	Generalized	Generalized_(insects)	Description_for_species_in_Lindgaard_Hansen_&_Molau,_1994_NJB,_and_the_author,_personal_communication.	Lockarp	55.53	13.03	common_garden_1995	NA	vegetative	plant_size	height	plant_height	ratio	linear	NorthCarolinaII	narrowsense	36	706	0.240	115.973	660.612	NA	158.54688	1.179	0	3.733	Vp_from_S._Andersson,_mating_system_from_Lindgaard_Hansen_&_Molau,_1994_NJB._Mating_system_uncertain,_test_with_both_M_and_O?											
34	ØO	ØO	Smith_&_Rausher_2008	Evolution	2008	Convolvulaceae	Ipomoea	hederacea	Ipomoea_hederacea	North_America	interpopulation	SC	S	0.07	NA	0.07	1	Bees	Bumblebees	Outcrossing_rate_reported_by_authors	6_pops	35.6	-79.5	field	NA	floral	fit	female	stigma_height	ratio	linear	self_families	broadsense	40	564	NA	18.99	NA	NA	0.5	0.139	0	NA	G_matrix_in_Table_2._Summary_stats_from_R._Smith											
34	ØO	ØO	Smith_&_Rausher_2008	Evolution	2008	Convolvulaceae	Ipomoea	hederacea	Ipomoea_hederacea	North_America	interpopulation	SC	S	0.07	NA	0.07	1	Bees	Bumblebees	Outcrossing_rate_reported_by_authors	6_pops	35.6	-79.5	field	NA	floral	fit	male	anther_height_tallest	ratio	linear	self_families	broadsense	40	564	NA	22.5	NA	NA	0.94	0.186	0	NA	G_matrix_in_Table_2._Summary_stats_from_R._Smith											
34	ØO	ØO	Smith_&_Rausher_2008	Evolution	2008	Convolvulaceae	Ipomoea	hederacea	Ipomoea_hederacea	North_America	interpopulation	SC	S	0.07	NA	0.07	1	Bees	Bumblebees	Outcrossing_rate_reported_by_authors	6_pops	35.6	-79.5	field	NA	floral	fit	male	anther_height_shortest	ratio	linear	self_families	broadsense	40	564	NA	17.88	NA	NA	0.6	0.188	0	NA	G_matrix_in_Table_2._Summary_stats_from_R._Smith											
34	ØO	ØO	Smith_&_Rausher_2008	Evolution	2008	Convolvulaceae	Ipomoea	hederacea	Ipomoea_hederacea	North_America	interpopulation	SC	S	0.07	NA	0.07	1	Bees	Bumblebees	Outcrossing_rate_reported_by_authors	6_pops	35.6	-79.5	field	NA	floral	fit	tube_length	corolla_tube_length	ratio	linear	self_families	broadsense	40	564	NA	19.73	NA	NA	0.4	0.103	0	NA	G_matrix_in_Table_2._Summary_stats_from_R._Smith											
34	ØO	ØO	Smith_&_Rausher_2008	Evolution	2008	Convolvulaceae	Ipomoea	hederacea	Ipomoea_hederacea	North_America	interpopulation	SC	S	0.07	NA	0.07	1	Bees	Bumblebees	Outcrossing_rate_reported_by_authors	6_pops	35.6	-79.5	field	NA	floral	fit	tube_width	corolla_tube_width	ratio	linear	self_families	broadsense	40	564	NA	8.51	NA	NA	0.05	0.069	0	NA	G_matrix_in_Table_2._Summary_stats_from_R._Smith											
34	ØO	ØO	Smith_&_Rausher_2008	Evolution	2008	Convolvulaceae	Ipomoea	hederacea	Ipomoea_hederacea	North_America	interpopulation	SC	S	0.07	NA	0.07	1	Bees	Bumblebees	Outcrossing_rate_reported_by_authors	6_pops	35.6	-79.5	field	NA	floral	flowersize	corolla	corolla_diameter	ratio	linear	self_families	broadsense	40	564	NA	43.1	NA	NA	2.3	0.124	0	NA	G_matrix_in_Table_2._Summary_stats_from_R._Smith											
34	ØO	ØO	Smith_&_Rausher_2008	Evolution	2008	Convolvulaceae	Ipomoea	hederacea	Ipomoea_hederacea	North_America	interpopulation	SC	S	0.07	NA	0.07	1	Bees	Bumblebees	Outcrossing_rate_reported_by_authors	6_pops	35.6	-79.5	field	NA	floral	herkogamy	HERKO	organ_size	signed_ratio	NA	self_families	broadsense	40	564	NA	NA	NA	NA	0.98	0.217	0	NA	From_herkogamy_database.											
35	ØO	ØO	Ivey_&_Carr_2012	Annals_of_Botany	2012	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.61	1	Bees	Bumblebees	Author_description,_species-mean_tm_from_Moeller_et_al._2016	M13W	38.55	-122.366667	greenhouse_Dry	NA	floral	flowersize	flower	flower_size	ratio	linear	paternalhalfsib	narrowsense	98	575	0.154	16.8	6.666	NA	1.026564	0.364	0	1.998	Means_from_fig._3											
35	ØO	ØO	Ivey_&_Carr_2012	Annals_of_Botany	2012	Phrymaceae	Mimulus	guttatus	Mimulus_guttatus	North_America	natural	SC	M	0.611	NA	0.61	1	Bees	Bumblebees	Author_description,_species-mean_tm_from_Moeller_et_al._2017	M13W	38.55	-122.366667	greenhouse_Wet	NA	floral	flowersize	flower	flower_size	ratio	linear	paternalhalfsib	narrowsense	98	575	0.703	16.2	8.528	NA	5.995184	2.284	0	0.965	Means_from_fig._3											
