studyID	enter	check	reference	journal	year	family	genus	epithet	species	where	studytype	SC	matingsystem	tm_species_Moeller	tm_pop	outcrossing_best	matingsystem_certain	pollinator_group	pollinator	mating_system_evidence	population	lat	lon	environment	morph	traitgroup1	traitgroup2	traitgroup3	traitX	traitY	scale	dimension	method	h2type	nfam	n	h2	mean	Vp	CVa	isCor	corA	corP	Va	evolvability	e_on_log	Ie	notes								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	ovule_number	seed_mass	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.18	0.057	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	ovule_number	anther_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.079	-0.063	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	ovule_number	pollen_grains	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.061	0.118	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	ovule_number	pollen_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.125	0.061	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	ovule_number	anther_ovule_ratio	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	ovule_number	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.039	0.034	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	ovule_number	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.104	0.329	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_number	seed_mass	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.131	-0.152	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_number	anther_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.413	-0.308	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_number	pollen_grains	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.182	0.049	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_number	pollen_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.429	-0.088	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_number	anther_ovule_ratio	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.543	-0.447	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_number	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.023	-0.197	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_number	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.429	0.085	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_mass	anther_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.089	0.126	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_mass	pollen_grains	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.038	0.051	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_mass	pollen_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.345	0.136	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_mass	anther_ovule_ratio	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.016	0.076	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_mass	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.134	-0.053	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	seed_mass	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.173	-0.054	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	anther_number	pollen_grains	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.09	0.132	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	anther_number	pollen_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.111	-0.007	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	anther_number	anther_ovule_ratio	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	anther_number	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.318	-0.006	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	anther_number	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.474	-0.05	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	pollen_grains	pollen_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.114	-0.103	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	pollen_grains	anther_ovule_ratio	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.014	0.034	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	pollen_grains	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.511	0.306	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	pollen_grains	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.071	-0.171	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	pollen_size	anther_ovule_ratio	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.043	-0.034	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	pollen_size	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.032	0.072	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	pollen_size	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.243	0.047	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	anther_ovule_ratio	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.34	-0.012	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	anther_ovule_ratio	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.554	-0.166	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	MSH	34.41	-119.85	greenhouse	NA	NA	NA	NA	petal_number	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.424	0.124	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	fecundity	female_fecundity	ovule_number	ovule_number	count	count	familyvariance	broadsense	15	60	0.525	108.2	91.2025	NA	1	NA	NA	47.8813125	0.409	0	0.370	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	fitness	seedset	seed_number	seed_number	count	count	familyvariance	broadsense	15	60	0.624	96.3	214.6225	NA	1	NA	NA	133.92444	1.444	0	0.870	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	fitness	seedsize	seed_mass	seed_mass	ratio	mass_volume	familyvariance	broadsense	15	60	0.364	38	25	NA	1	NA	NA	9.1	0.630	0	1.101	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	fecundity	male_fecundity	anther_number	anther_number	count	count	familyvariance	broadsense	15	60	0.593	3.7	0.5476	NA	1	NA	NA	0.3247268	2.372	0	1.628	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	fecundity	male_fecundity	pollen_grains	pollen_grains	count	count	familyvariance	broadsense	15	60	0.705	6321	2399401	NA	1	NA	NA	1691577.705	4.234	0	1.772	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	fecundity	male_fecundity	pollen_size	pollen_size	ratio	mass_volume	familyvariance	broadsense	15	60	0.640	3718	94249	NA	1	NA	NA	60319.36	0.436	0	0.245	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	allocation	male_female	anther_ovule_ratio	anther_ovule_ratio	ratio	ratio	familyvariance	broadsense	15	60	0.600	35	81	NA	1	NA	NA	48.6	3.967	0	2.645	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	flowersize	petal	petal_number	petal_number	count	count	familyvariance	broadsense	15	60	0.495	3	0.6084	NA	1	NA	NA	0.301158	3.346	0	3.414	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	floral	flowersize	petal	petal_size	petal_size	ratio	area	familyvariance	broadsense	15	60	0.638	4.9	0.5776	NA	1	NA	NA	0.3685088	1.535	0	0.871	Heritabilities_from_Table_7._Used_'SD2'_from_table_2._Reported_CVg_incorrectly_computed.								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	ovule_number	seed_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.004	0.185	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	ovule_number	seed_mass	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.424	-0.277	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	ovule_number	anther_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.305	-0.193	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	ovule_number	pollen_grains	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.093	0.042	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	ovule_number	pollen_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.371	-0.222	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	ovule_number	anther_ovule_ratio	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	ovule_number	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.083	-0.065	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	ovule_number	petal_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.457	0.226	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	seed_number	seed_mass	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.058	-0.347	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	seed_number	anther_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.192	-0.014	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	seed_number	pollen_grains	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	-0.479	-0.281	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	seed_number	pollen_size	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.461	0.112	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	seed_number	anther_ovule_ratio	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.189	-0.11	NA	NA	NA	NA	NA								
20	ØO	ØO	Delesalle_and_Mazer_1995	American_Journal_of_Botany	1995	Caryophyllaceae	Spergularia	marina	Spergularia_marina	North_America	natural	SC	S	0.015	NA	0.015	0.5	NA	NA	Author_description._Tm_from_Moeller_et_al._2017	SMB	34.4	-119.54	greenhouse	NA	NA	NA	NA	seed_number	petal_number	NA	NA	familyvariance	broadsense	NA	NA	NA	NA	NA	NA	1	0.12	-0.093	NA	NA	NA	NA	NA								
