year	date	species	pop	subpop	patch	pollen	stage	ASD	GAD	GSDl	GSDc	GSDr	GW	GHl	GHr	UBL	UBW	LBL	LBW	resincollected	GA	UBA	GSD
2015	16.10.2015	S	S21	S21	P	100	1	3.7	6.08	3.95	4.68	3.98	7.06	3.3	3.37	19.34	21.04	19.31	21.96	NA	23.55	406.91	4.2
2015	16.10.2015	S	S21	S21	P	100	1	3.29	5.81	4.02	4.94	4.79	5.99	2.97	2.84	17.07	19.43	18.2	20.17	NA	17.4	331.67	4.58
2015	16.10.2015	S	S21	S21	P	130	3	3.71	6.24	4.03	5.47	4.45	6.89	2.82	3.14	18.51	21.1	19.32	22.74	NA	20.53	390.56	4.65
2015	17.10.2015	S	S12	S12	A	10	1	2.64	4.68	4.5	5.45	4.29	6.4	3.28	3.4	16.41	16.49	16.39	17.63	0	21.38	270.6	4.75
2015	17.10.2015	S	S12	S12	A	7	1	1.4	3.48	4.31	5.16	3.54	5.81	2.71	2.59	14.66	16.64	16.14	17.09	0	15.4	243.94	4.34
2015	17.10.2015	S	S12	S12	A	100	1	4.14	5.33	3.85	5.19	3.97	6.3	3.5	3.74	16.9	16.51	17.75	16.77	1	22.81	279.02	4.34
2015	17.10.2015	S	S12	S12	A	0	1	1.59	5.62	5.98	6.83	6.15	6.34	2.97	3.17	16.41	17.65	17.63	18.89	0	NA	289.64	6.32
2015	17.10.2015	S	S12	S12	A	10	1	2.71	5.14	4.64	5.36	4.93	6.49	3.76	3.96	16.11	17.68	17.25	17.71	NA	25.05	284.82	4.98
2015	17.10.2015	S	S12	S12	A	30	1	1.32	4.79	4.34	4.82	4.29	6.71	3.21	3.16	15.46	17.1	17.26	17.82	1	21.37	264.37	4.48
2015	17.10.2015	S	S12	S12	A	10	1	1.58	4.58	4	4.83	5.28	6.89	3.28	3.18	NA	17.04	16.82	17.34	1	22.25	NA	4.7
2015	17.10.2015	S	S12	S12	A	30	2	1.84	5.4	4.65	5.08	4.61	5.9	2.84	3.06	15.24	15.58	16.01	16.88	NA	17.41	237.44	4.78
2015	17.10.2015	S	S12	S12	A	10	1	2.81	5.21	4.15	4.69	4.02	5.42	2.65	2.78	14.13	15.44	14.24	15.47	0	14.72	218.17	4.29
2015	17.10.2015	S	S12	S12	A	0	1	2.97	4.63	3.84	3.76	4.41	5.71	3.05	3.45	14.09	15.63	13.86	15.27	0	18.56	220.23	4
2015	17.10.2015	S	S12	S12	A	20	1	3.35	5.29	8.26	4.58	4.42	6.86	3.4	3.54	15.2	16.44	15.24	16.91	NA	23.8	249.89	5.75
2015	17.10.2015	S	S12	S12	B	2	1	3.28	3.93	4.29	4.66	4.48	7.2	3.53	3.7	15.66	17.79	18.04	19.4	0	26.03	278.59	4.48
2015	17.10.2015	S	S12	S12	B	40	1	1.46	4.87	4.63	4.84	5.64	7.44	3.55	3.46	19.34	20.23	18.7	20.39	1	26.08	391.25	5.04
2015	17.10.2015	S	S12	S12	B	15	1	2.84	3.75	4.21	4.67	3.99	6.82	3.54	2.84	16.61	17.61	16.8	16.48	0	21.76	292.5	4.29
2015	17.10.2015	S	S12	S12	B	15	1	1.98	4.11	4.26	5.41	4.47	5.82	2.85	3.23	14.6	14.8	16.26	16.63	0	17.69	216.08	4.71
2015	17.10.2015	S	S12	S12	B	20	1	2.9	4.15	3.78	5.01	4.51	5.75	2.87	2.59	15.46	16.69	17.3	19.78	0	15.7	258.03	4.43
2015	17.10.2015	S	S12	S12	B	0	1	3.21	4.63	4.69	4.98	4.77	6.08	2.87	3.19	15.98	16.56	16.56	17.49	0	18.42	264.63	4.81
2015	17.10.2015	S	S12	S12	B	3	1	3.16	3.49	3.48	4.61	3.53	5.74	3.04	3.21	13.2	13.84	14.04	15.11	0	17.94	182.69	3.87
2015	17.10.2015	S	S12	S12	B	10	2	2.03	4.02	3.53	2.44	6.19	6.31	2.99	3.05	14.43	15.66	15.75	16.36	0	19.06	225.97	4.05
2015	17.10.2015	S	S12	S12	C	10	1	2.37	4.55	6.48	7.42	6.33	8.04	4.04	3.9	16.4	18.13	16.42	17.7	1	31.92	297.33	6.74
2015	17.10.2015	S	S12	S12	C	3	2	3.07	5.38	6.51	7.6	6.94	7.71	3.99	3.72	16.6	18.44	16.81	18.61	1	29.72	306.1	7.02
2015	17.10.2015	S	S12	S12	C	15	1	3.47	4.56	6.27	7.53	6.18	7.14	3.85	3.23	16.05	18.07	15.92	17.24	1	25.28	290.02	6.66
2015	17.10.2015	S	S12	S12	D	5	1	4.49	3.47	5.64	6.02	5.82	6.77	3.23	3.62	NA	16.59	14.37	16.05	1	23.19	NA	5.83
2015	17.10.2015	S	S12	S12	E	0	1	3.19	5.74	5.15	5.64	5.41	7.68	3.9	3.95	16.47	18.24	17.84	18.18	0	30.14	300.41	5.4
2015	17.10.2015	S	S12	S12	E	0	1	2.67	5.41	4.76	6.38	5.02	6.18	3.21	2.85	15.16	15.68	15.92	16.45	1	18.73	237.71	5.39
2015	18.10.2015	S	S27	S27	B	10	1	3.96	4	5.18	6.06	5.42	6.22	3.07	3.17	18.85	18.27	20.16	18.97	NA	19.41	344.39	5.55
2015	18.10.2015	S	S27	S27	B	1	1	3.35	4.31	4.94	5.35	4.73	6.75	2.73	3.12	16.56	17.73	18.1	19.41	NA	19.74	293.61	5.01
2015	18.10.2015	S	S27	S27	B	15	2	2.64	4.88	5.96	6.5	5.69	6.5	3.25	3.23	19.99	20.16	21.43	21.17	NA	21.06	403	6.05
2015	18.10.2015	S	S27	S27	D	2	2	5.04	4.81	4.74	5.98	4.95	7.82	3.7	3.74	20.26	19.88	21.42	20.25	NA	29.09	402.77	5.22
2015	18.10.2015	S	S27	S27	D	3	1	4.18	5.27	5.21	4.89	4.96	7.23	3.05	3.6	18.26	19.62	19.85	19.98	NA	24.04	358.26	5.02
2015	18.10.2015	S	S27	S27	D	8	1	2.55	4.04	4.18	5.4	4.7	7.3	3.75	3.69	16.55	18.49	17.79	18.74	NA	27.16	306.01	4.76
2015	18.10.2015	S	S27	S27	E	1	1	2.66	3.44	4.41	4.63	3.84	7.08	3.67	3.38	16.7	17.18	18.14	17.49	NA	24.96	286.91	4.29
2015	18.10.2015	S	S27	S27	E	5	1	2.56	4.56	4.43	5.44	5.15	7.17	3.93	3.63	17.17	17.3	16.85	17.14	NA	27.1	297.04	5.01
2015	18.10.2015	S	S27	S27	F	10	3	3.11	4.96	4.55	5.26	4.46	6.95	3.47	3.54	20.6	22.31	22.45	22.03	NA	24.36	459.59	4.76
2015	18.10.2015	S	S27	S27	F	5	1	1.68	5.64	4.68	5.23	4.32	6.75	3.06	3.21	17.07	15.98	18.38	17.37	NA	21.16	272.78	4.74
2015	18.10.2015	S	S27	S27	J	4	2	4.09	3.8	4.91	5.48	4.61	6.86	2.97	2.9	16.34	16.79	17.08	17.6	NA	20.13	274.35	5
2015	18.10.2015	S	S27	S27	J	25	2	3.21	4.75	4.34	6.42	5.33	7.53	3.59	2.91	18	19.51	15.65	16.79	NA	24.47	351.18	5.36
2015	18.10.2015	S	S27	S27	K	7	1	2.36	3.64	3.89	4.52	3.46	6.44	3.48	3.17	14.61	15.14	16.65	16.32	NA	21.41	221.2	3.96
2015	18.10.2015	S	S27	S27	L	2	1	3.57	3.23	4.16	4.57	4.21	5.86	2.6	2.55	15.4	14.6	16.75	15.97	NA	15.09	224.84	4.31
2015	18.10.2015	S	S27	S27	Q	40	3	3.23	3.93	6.34	6.78	6.1	7.41	3	3.43	21.79	20.82	22.46	22.22	NA	23.82	453.67	6.41
2015	18.10.2015	S	S27	S27	Q	2	3	1.59	4.86	5.37	5.34	5.22	7.32	3.56	3.61	20.29	19.97	20.16	20.05	NA	26.24	405.19	5.31
2015	18.10.2015	S	S27	S27	Q	25	1	0.88	3.93	6.06	6.26	6.73	7.79	3.18	3.22	20.26	20.69	22.19	23	NA	24.93	419.18	6.35
2015	18.10.2015	S	S27	S27	Q	10	3	1.76	4.88	4.77	6.56	5.42	6.7	3.37	3.33	20.49	20.72	22.7	21.51	NA	22.45	424.55	5.58
2015	18.10.2015	S	S27	S27	R	8	1	2.73	4.09	4.41	5.88	5.13	8.02	3.84	3.7	19	20.68	20.94	21.42	NA	30.24	392.92	5.14
2015	18.10.2015	S	S27	S27	R	10	1	3.1	4.65	4.15	5.73	4.05	7.22	3.9	3.57	19.4	19.8	21.04	20.71	NA	26.97	384.12	4.64
2015	18.10.2015	S	S27	S27	R	5	1	5.2	4.22	4.79	5.76	5.07	8	3.62	3.65	16.67	17.07	20.34	17.86	NA	29.08	284.56	5.21
2015	18.10.2015	S	S27	S27	S	2	1	2.19	4.74	4.6	6.03	5.38	7.01	3.14	3.42	18.33	17.39	20.41	20.6	NA	22.99	318.76	5.34
2015	20.10.2015	S	S14	Cabuya	NA	0	1	3.64	5.4	4.79	6.21	5.56	7.31	3.6	3.43	22.72	24.05	26.3	25.94	NA	25.69	546.42	5.52
2015	20.10.2015	S	S14	Cabuya	NA	5	1	5.09	5.09	4.21	4.63	4.28	5.81	2.86	2.97	20.04	18.49	20.28	20.12	NA	16.94	370.54	4.37
2015	20.10.2015	S	S14	Cabuya	NA	1	1	4.66	5.51	4.45	4.81	4.51	6.36	2.91	2.97	20.71	19.86	21.02	21.08	NA	18.7	411.3	4.59
2015	20.10.2015	S	S14	Cabuya	NA	1	1	4.62	4.7	4.16	4.99	4.28	6.35	3.02	2.97	21.71	20.3	23.3	23.15	NA	19.02	440.71	4.48
2015	20.10.2015	S	S14	Cabuya	NA	4	1	4.86	5.7	4.43	5.19	4.35	6.62	3.2	3.15	21.27	19.49	22.62	21.08	NA	21.02	414.55	4.66
2015	20.10.2015	S	S14	Cabuya	NA	10	3	2.92	6.33	5.07	5.81	4.8	6.73	3.32	3.23	25.54	25.61	27.25	27.67	NA	22.04	654.08	5.23
2015	20.10.2015	S	S14	Cabuya	NA	2	3	4.33	5.33	5.3	5.05	5.44	7.01	3.3	3.24	21.68	21	24.39	24.41	NA	22.92	455.28	5.26
2015	20.10.2015	S	S14	Cabuya	NA	15	3	3.07	4.72	5.5	6.18	4.54	6.21	3.23	3.31	22.65	22.05	24.07	23.07	NA	20.31	499.43	5.41
2015	20.10.2015	S	S14	Cabuya	NA	7	3	NA	NA	NA	NA	NA	NA	NA	NA	25.8	23.11	27.71	26.76	NA	NA	596.24	NA
2015	20.10.2015	S	S14	Cabuya	NA	4	1	NA	NA	4.4	4.57	4.22	6.73	3.49	3.4	24.7	22.37	25.83	25.48	NA	23.18	552.54	4.4
2015	20.10.2015	S	S14	Cabuya	NA	10	1	NA	NA	4.04	4.85	4.18	5.82	2.5	2.56	17.71	18.52	21.18	20.38	NA	14.72	327.99	4.36
2015	20.10.2015	S	S14	Cabuya	NA	50	1	4.64	5.42	4.32	5.14	4.29	7.1	3.55	3.65	26.88	22.95	28.86	25.34	NA	25.56	616.9	4.58
2015	20.10.2015	S	S14	Cabuya	NA	10	1	4.21	4.89	4.42	5.41	5.64	6.84	3.21	3.39	21.17	20.06	23.31	21.86	NA	22.57	424.67	5.16
2015	20.10.2015	S	S14	Cabuya	NA	5	2	4.29	5.23	4.08	5.32	3.99	7.3	3.38	3.35	25.81	25.49	27.49	27.2	NA	24.56	657.9	4.46
2015	20.10.2015	S	S14	Cabuya	NA	10	3	5.79	5.65	4.42	6.22	5.39	7.83	3.74	3.69	27.57	26.76	30.02	29.67	NA	29.09	737.77	5.34
2015	20.10.2015	S	S14	Cabuya	NA	3	2	4.46	4.43	4.65	5.48	4.77	7.41	3.69	3.46	24.12	23.21	26.51	24.13	NA	26.49	559.83	4.97
2015	20.10.2015	S	S14	Cabuya	NA	45	2	4.8	5.14	4.88	5.35	4.96	6.32	3.41	3.43	23.55	21.44	21.42	20.27	NA	21.61	504.91	5.06
2015	20.10.2015	S	S14	Cabuya	NA	15	2	4.51	4.9	4.83	5.19	4.4	6.6	3.16	3.08	23.75	22.38	28.42	26.62	NA	20.59	531.53	4.81
2015	20.10.2015	S	S14	Cabuya	NA	10	2	3.78	5.1	5.62	5.61	4.91	7.46	3.31	3.48	27.81	25.08	25.76	24.67	NA	25.33	697.47	5.38
2015	20.10.2015	S	S13	B	B	5	1	7.1	6.61	4.68	5.41	4.59	7.79	3.25	3.41	17.03	18.43	19.19	19.02	NA	25.94	313.86	4.89
2015	20.10.2015	S	S13	B	B	2	1	7.98	6.44	5.62	6.67	5.7	8.43	3.72	3.88	22.98	22.94	24.51	24.05	NA	32.03	527.16	6
2015	22.10.2015	S	S23	S23	B	50	3	0.1	3.82	3.69	3.73	3.35	5.1	1.31	1.25	18.29	17.46	19.56	18.43	NA	6.53	319.34	3.59
2015	22.10.2015	S	S23	S23	B	20	1	0	2.87	3.68	3.59	3.37	4.7	1.05	1.04	13.79	14.1	16.01	14.72	NA	4.91	194.44	3.55
2015	22.10.2015	S	S23	S23	B	15	1	0	2.74	4.05	4.3	3.8	4.35	0.82	0.87	13.99	13.82	16.72	14.2	NA	3.68	193.34	4.05
2015	22.10.2015	S	S23	S23	B	15	1	0	2.16	2.69	4.31	3.79	4.3	0.82	0.97	15.47	13.21	16.85	13.85	NA	3.85	204.36	3.6
2015	22.10.2015	S	S23	S23	B	20	1	0	2.49	3.9	4.57	3.42	4.19	0.78	0.87	13.24	11.72	14.16	12.2	NA	3.46	155.17	3.96
2015	22.10.2015	S	S23	S23	B	15	1	0	2.76	3.18	4.59	3.98	4.52	1.08	0.9	13.39	13.07	14.75	13.26	NA	4.47	175.01	3.92
2015	22.10.2015	S	S23	S23	B	30	2	0.3	2.54	2.61	1.9	2.1	4.02	0.69	0.66	12.76	11.7	13.76	11.63	NA	2.71	149.29	2.2
2015	22.10.2015	S	S23	S23	B	NA	1	0	2.35	3.48	3.41	2.89	3.48	0.89	0.97	11.9	10.24	11.37	10.55	NA	3.24	121.86	3.26
2015	22.10.2015	S	S23	S23	B	NA	1	0	2.4	3.34	5.62	4.89	5.38	1.48	1.26	16.13	15.48	18.48	16.83	NA	7.37	249.69	4.62
2015	22.10.2015	S	S23	S23	B	NA	1	0.1	1.75	3.25	4.44	3.88	3.76	0.86	1.03	14.25	13.86	16.12	14.19	NA	3.55	197.51	3.86
2015	22.10.2015	S	S23	S23	B	NA	1	0	2.46	4.42	5.01	2.99	4.3	0.88	0.86	14.11	16.23	16.31	15.09	NA	3.74	229.01	4.14
2015	22.10.2015	S	S23	S23	B	NA	1	0	1.79	2.62	3.6	4.38	4.59	0.91	0.92	13.2	12.54	12.84	11.58	NA	4.2	165.53	3.53
2015	22.10.2015	S	S23	S23	B	NA	2	0	2.61	2.77	3.69	3.16	3.49	1.1	0.95	12.64	11.63	11.72	10.57	NA	3.58	147	3.21
2015	22.10.2015	S	S23	S23	A	NA	1	0	2.62	4.05	3.68	3.81	4.39	0.72	1.07	14.7	14.2	16.23	15.16	NA	3.93	208.74	3.85
2015	22.10.2015	S	S23	S23	C	NA	1	0.5	2.52	2.06	3.31	2.55	3.62	0.91	0.74	11.15	10.02	10.46	8.79	NA	2.99	111.72	2.64
2015	22.10.2015	S	S23	S23	C	NA	1	0	NA	NA	NA	NA	NA	NA	NA	13.14	13.26	15.4	13.35	NA	NA	174.24	NA
2015	22.10.2015	S	S23	S23	C	NA	1	0	2.72	2.93	4.58	3.86	4.03	1.02	0.89	12.92	12.37	13.9	12.57	NA	3.85	159.82	3.79
2015	22.10.2015	S	S23	S23	C	NA	1	0.1	2.62	3.33	4.26	3.19	4.83	0.95	1.07	14.99	14.23	15.91	14.36	NA	4.88	213.31	3.59
2015	22.10.2015	S	S23	S23	C	NA	1	0	3.64	3.73	3.86	3.15	4.85	1.09	1.01	17.84	15.97	16.74	15.12	NA	5.09	284.9	3.58
2015	22.10.2015	S	S23	S23	C	NA	1	0	3.45	2.92	3.6	4.51	4.51	1.02	0.9	13.61	13.01	13.53	12.32	NA	4.33	177.07	3.68
2015	22.10.2015	S	S23	S23	C	NA	2	0	3.24	3.75	5.13	4.54	5.07	1.29	1.46	18.17	17.57	21.14	19.76	NA	6.97	319.25	4.47
2015	22.10.2015	S	S23	S23	C	NA	1	0	2.71	3.84	3.69	2.67	3.77	0.85	0.93	11.01	10.89	11	10.46	NA	3.36	119.9	3.4
2015	22.10.2015	S	S23	S23	C	NA	1	0	3.34	4.22	5.18	4.1	4.8	1.56	1.32	17.71	17.71	17.02	16.21	NA	6.91	313.64	4.5
2015	22.10.2015	S	S23	S23	C	NA	2	0	3.37	3.9	5.05	4.19	4.97	NA	1.34	16.25	15.91	17.27	16.98	NA	NA	258.54	4.38
2015	24.10.2015	S	S1	S1	A	0	2	4.02	7.67	6	7.06	6.54	7.01	3.13	3.15	22.07	19.98	23.17	20.91	1	22.01	440.96	6.53
2015	24.10.2015	S	S1	S1	B	0	1	2.28	5.56	4.98	5.59	5.73	6.77	3.31	3.29	17.68	17.99	18.63	19.1	1	22.34	318.06	5.43
2015	24.10.2015	S	S1	S1	B	1	1	2.1	5.49	4.01	5.66	4.28	6.52	3.26	3.65	14.91	15.7	19.03	17.65	1	22.53	234.09	4.65
2015	24.10.2015	S	S1	S1	B	15	1	1.27	4.29	5.65	6.21	5.55	6.48	3.53	3.22	19.32	19.42	22.08	21.92	1	21.87	375.19	5.8
2015	24.10.2015	S	S1	S1	B	0	1	3.6	6.18	3.6	4.53	4.81	6.81	3.88	3.95	16.02	17.92	17.31	18.06	0	26.66	287.08	4.31
2015	24.10.2015	S	S1	S1	C	3	3	1.7	5.06	5.46	6.64	5.26	7.04	2.79	3.02	19.74	17.81	21.85	19.72	1	20.45	351.57	5.79
2015	24.10.2015	S	S1	S1	C	3	3	1.5	4.64	4.56	6.36	4.23	7.06	2.74	3.18	18.98	17.68	19.51	18.51	1	20.9	335.57	5.05
2015	24.10.2015	S	S1	S1	D	5	3	0.64	3.72	5.14	6.14	4.58	5.68	2.92	2.82	18.25	17.16	19.5	18.34	1	16.3	313.17	5.29
2015	24.10.2015	S	S1	S1	E	7	1	2.64	3.66	3.25	4.68	3.85	5.82	2.77	2.72	17.28	15.2	17.61	15.15	0	15.98	262.66	3.93
2015	24.10.2015	S	S1	S1	F	15	2	3.11	5.27	5.43	5.92	4.28	6.29	3.08	3.32	21.4	19.11	22.55	19.75	1	20.13	408.95	5.21
2015	24.10.2015	S	S1	S1	G	5	2	2.66	4.71	4.44	5.09	4.13	5.48	2.47	2.61	15.23	14.82	16.58	16.78	0	13.92	225.71	4.55
2015	24.10.2015	S	S1	S1	H	2	1	4.02	6.07	4.05	4.61	5.18	7.26	3.18	3.19	17.53	18.48	17.96	18.38	1	23.12	323.95	4.61
2015	24.10.2015	S	S1	S1	I	2	1	2.63	4.27	4.51	5.61	4.52	5.84	2.95	2.86	18.24	17.49	18.44	18.15	1	16.97	319.02	4.88
2015	24.10.2015	S	S1	S1	J	10	2	0.88	4.33	4.22	4.06	3.83	5.89	3.31	2.82	19.73	20.62	21.63	20.46	1	18.05	406.83	4.04
2015	24.10.2015	S	S1	S1	J	6	1	5.21	5.06	3.81	5.15	4.93	6.99	3.86	4.09	14.68	16.27	15.25	16.66	1	27.79	238.84	4.63
2015	24.10.2015	S	S1	S1	J	0	1	1.72	5.92	4.81	4.7	4.42	6.53	2.83	2.9	21.52	21.39	21.73	22.65	1	18.71	460.31	4.64
2015	24.10.2015	S	S1	S1	J	0	1	2.38	5.25	4.32	4.8	4.87	7.21	3.45	3.35	19.5	19.84	21.08	19.61	0	24.51	386.88	4.66
2015	24.10.2015	S	S1	S1	K	4	1	3.54	4.93	4.74	5.88	4.89	6.64	3.8	3.53	13.68	15.42	15.05	15.86	0	24.34	210.95	5.17
2015	24.10.2015	S	S1	S1	K	30	2	0.6	5.37	4.66	5.86	5.43	5.88	2.85	2.75	17.09	18.84	20.59	21.62	1	16.46	321.98	5.32
2015	24.10.2015	S	S1	S1	L	15	2	3.83	4.07	5.2	5.96	5.56	6.41	2.91	3.37	19.18	18.68	21.81	19.84	1	20.13	358.28	5.57
2015	24.10.2015	S	S1	S1	L	2	1	2.03	3.02	3.24	3.54	2.91	5.74	2.63	2.43	14.99	15.69	15.21	16.69	0	14.52	235.19	3.23
2015	24.10.2015	S	S1	S1	L	60	1	4.89	3.58	4.75	4.82	4.84	6.66	3.27	3.33	18.78	19.21	20.3	20.79	1	21.98	360.76	4.8
2015	24.10.2015	S	S1	S1	L	1	1	2.12	4.26	4.61	5.64	4.73	5.94	3.48	3.21	15.28	16.58	16.39	16.85	0	19.87	253.34	4.99
2015	24.10.2015	S	S1	S1	L	6	1	1.66	3.4	3.5	3.43	3.61	5.33	3.03	2.53	13.12	12.94	14.42	13.5	0	14.82	169.77	3.51
2015	24.10.2015	S	S1	S1	M	15	1	2.9	3.9	3.98	3.9	4.47	6.71	3.26	2.66	16.89	17.1	19	18.14	0	19.86	NA	NA
2015	24.10.2015	S	S1	S1	M	6	1	2.55	3.72	3.6	4.01	3.11	5.78	3.4	2.86	14.71	14.68	15.72	16.23	1	18.09	215.94	3.57
2015	24.10.2015	S	S1	S1	M	25	2	1.83	2.86	3.94	4.43	3.9	5.63	2.85	2.57	13.45	14.68	15.61	15.77	1	15.26	197.45	4.09
2015	24.10.2015	S	S1	S1	N	20	1	4.29	4.5	4.53	5.5	4.59	6.8	3.04	2.34	16.79	17.13	17.78	17.89	1	18.29	287.61	4.87
2015	24.10.2015	S	S1	S1	O	20	2	1.4	4.85	4.29	5.41	4.28	6.06	3.15	3.23	18.35	17.26	20.3	17.7	0	19.33	316.72	4.66
2015	24.10.2015	S	S1	S1	P	30	1	2.86	6.29	4.3	5.26	4.27	5.75	3.36	3.12	16.22	16.03	16.88	16.92	0	18.63	260.01	4.61
2015	25.10.2015	S	S9e	A	A	0	1	2.51	6.11	5.35	6.34	5.47	7.05	3.32	3.38	24.08	21.26	24.58	21.54	0	23.62	511.94	5.72
2015	25.10.2015	S	S9e	A	A	0	1	1.14	5.78	4.93	6.72	5.75	7.27	3.2	2.99	22.83	23.43	24.91	24.87	0	22.5	534.91	5.8
2015	25.10.2015	S	S9e	A	B	0	1	3.04	6.32	5.11	5.51	4.69	7.29	3.15	3.09	22.84	20.17	22.56	20.41	0	22.74	460.68	5.1
2015	25.10.2015	S	S9e	A	B	2	1	3.15	5.53	4.87	6.23	5.27	7.59	3.3	3.19	19.75	19.49	20.52	19.29	0	24.63	384.93	5.46
2015	25.10.2015	S	S8	S8	A	NA	1	4.75	7.35	4.8	5.78	4.86	9.98	3.76	3.94	22.49	24.92	22.91	24.29	0	38.42	560.45	5.15
2015	25.10.2015	S	S8	S8	B	NA	1	4.98	5.49	4.61	5.31	4.01	8.56	4.03	2.73	18.88	21.01	18.56	19.63	1	28.93	396.67	4.64
2015	25.10.2015	S	S8	S8	C	NA	1	4.65	5.46	4.56	6.38	5.52	8.5	4.31	3.67	24.35	25.55	24.43	28.26	1	33.92	622.14	5.49
2015	25.10.2015	S	S8	S8	D	NA	1	3.59	4.86	3.89	5.24	4.17	6.82	3.5	3.42	19.51	20.48	19.9	20.59	0	23.6	399.56	4.43
2015	25.10.2015	S	S8	S8	E	NA	1	4.75	6.01	4.02	5.05	3.9	6.74	2.81	2.77	17.31	16.68	18.59	18.37	0	18.8	288.73	4.32
2015	25.10.2015	S	S8	S8	F	NA	2	6.52	6.53	5.67	6.78	5.96	9.15	4.67	2.71	23.14	23.81	24.7	23.43	0	33.76	550.96	6.14
2015	25.10.2015	S	S8	S8	G	NA	1	1.87	6.06	5.07	5.96	5.07	7.68	3.04	3.16	17.88	18.09	20.37	20.53	1	23.81	323.45	5.37
2015	26.10.2015	S	S7	S7	A	1	1	4.25	4.01	4.31	4.87	4.31	6.34	2.97	2.9	15.51	16.11	17.5	17.4	0	18.61	249.87	4.5
2015	26.10.2015	S	S7	S7	B	50	3	3.47	4.52	4.65	6	4.81	6.57	3.29	3.26	18.43	17.37	20.1	19.28	1	21.52	320.13	5.15
2015	26.10.2015	S	S7	S7	C	0	1	3.26	6.37	4.75	5.29	4.59	7.05	3.07	3.04	20.87	18.43	19.52	17.19	0	21.54	384.63	4.88
2015	26.10.2015	S	S7	S7	C	0	1	4.14	5.61	4.73	5.46	5.11	6.55	3.69	2.61	17.1	15.35	17.95	16.06	0	20.63	262.49	5.1
2015	26.10.2015	S	S7	S7	C	15	2	3.13	4.44	4.42	5.95	5.92	6.9	2.14	2.71	20.98	18.37	21.97	17.81	0	16.73	385.4	5.43
2015	26.10.2015	S	S7	S7	C	10	1	4.25	3.46	4.21	5.12	4.49	6.48	3	3.07	16.81	16.39	17.48	16.38	0	19.67	275.52	4.61
2015	26.10.2015	S	S7	S7	C	0	1	5.66	4.99	3.77	4.57	3.55	6.39	3.25	3.16	16.35	14.51	15.66	14.58	0	20.48	237.24	3.96
2015	26.10.2015	S	S7	S7	C	0	1	3.86	4.74	4.12	5.1	3.94	6.11	2.68	2.95	16.48	15.09	16.9	15.21	0	17.2	248.68	NA
2015	26.10.2015	S	S7	S7	D	2	1	4.14	5.44	5.6	6.41	5.22	9.4	4.68	4.25	23.61	26.91	26	28.34	0	41.97	635.35	5.74
2015	26.10.2015	S	S7	S7	D	2	1	3.44	4.66	5.02	5.33	4.49	7.97	3.6	3.42	18.76	21.21	19.93	21.65	0	27.97	397.9	4.95
2015	26.10.2015	S	S7	S7	D	0	1	4.53	4.1	5.15	6.03	5.53	8.47	3.73	3.53	19.41	22.11	21.74	22.92	0	30.75	429.16	5.57
2015	27.10.2015	S	S9	S10b	A	60	1	4.78	5.94	5.19	6.94	5.96	8.57	3.89	3.95	23.35	24.62	25.83	26.02	0	33.59	574.88	6.03
2015	27.10.2015	S	S9	S10b	A	70	1	3.36	6.85	6.4	7.37	6.33	8.47	4.03	4.08	25.48	26.89	26.87	25.4	1	34.35	685.16	6.7
2015	27.10.2015	S	S9	S10b	B	100	1	4.85	6.09	3.75	4.65	3.41	6.62	2.79	3.05	22.94	23.05	22.72	23.64	0	19.33	528.77	3.94
2015	27.10.2015	S	S9	S10b	B	100	1	4.7	4.83	3.78	4.92	3.32	6.41	2.61	2.86	20.66	21.44	23.85	24.67	1	17.53	442.95	4.01
2015	27.10.2015	S	S9	S10b	B	150	1	5.2	5.98	4.07	5.52	4.06	6.9	3.75	3.58	20.7	22.14	21.07	21.97	1	25.29	458.3	4.55
2015	27.10.2015	S	S9	S10b	B	100	1	4.87	5.67	3.65	5.41	4.28	7.31	3.66	3.42	19.77	20.28	21.75	21.84	NA	25.88	400.94	NA
2015	27.10.2015	S	S9	S10b	B	4	1	4.36	4.86	4.01	4.6	4.14	5.88	2.56	2.93	18.57	18	19.07	18.34	0	16.14	334.26	4.25
2015	27.10.2015	S	S9	S10b	B	10	1	4.2	5.64	3.42	5.05	4.17	6.86	3.25	3.25	20.14	20.44	21.23	20.89	1	22.3	411.66	4.21
2015	27.10.2015	S	S9	S10b	B	130	1	4.47	5.69	3.9	5.28	4	6.64	3.51	3.07	20.98	21.08	22.45	22.04	1	21.85	442.26	4.39
2015	27.10.2015	S	S9	S10b	B	25	1	5.01	5.29	4.05	5.72	4.03	7.53	3.38	3.52	21.46	22.95	24.37	25.54	0	25.98	492.51	4.6
2015	28.10.2015	S	Catalina	Catalina	A	50	1	4.12	7.06	5.25	6.29	5.03	8.79	3.98	3.71	20.33	20.36	21.09	20.78	1	33.8	413.92	5.52
2015	28.10.2015	S	Catalina	Catalina	B	35	1	3.4	5.96	5.52	7.12	5.88	8.74	4.04	3.72	21.98	24.3	22.37	24.5	1	33.91	534.11	NA
2015	28.10.2015	S	Catalina	Catalina	C	35	1	1.94	5.51	5.54	6.46	5.16	7.43	4.04	3.93	20.15	22.91	20.46	23.39	0	29.61	461.64	5.72
